lahmanID,playerID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameNote,nameGiven,nameNick,weight,height,bats,throws,debut,finalGame,college,lahman40ID,lahman45ID,retroID,holtzID,bbrefID
243,anderan01,,,1922,11,13,USA,WA,Bremerton,1982,7,18,USA,WA,Seattle,Andy,Anderson,,Andy Holm,,172,71,R,R,5/10/1948,10/2/1949,,anderan01,anderan01,andea101,anderan01,anderan01
244,anderbi01,,,1895,11,28,USA,MA,Boston,1983,3,13,USA,MA,Medford,Bill,Anderson,,William Edward,Lefty,165,73,R,L,9/10/1925,9/17/1925,,anderbi01,anderbi01,andeb103,anderbi01,anderbi01
245,anderbo01,,,1935,9,29,USA,IN,East Chicago,,,,,,,Bob,Anderson,,Robert Carl,,210,76,R,R,7/31/1957,9/25/1963,,anderbo01,anderbo01,andeb102,anderbo01,anderbo01
246,anderbr01,,anderbr01h,1964,1,18,USA,MD,Silver Spring,,,,,,,Brady,Anderson,,Brady Kevin,,170,73,L,L,4/4/1988,5/20/2002,Cal Irvine,anderbr01,anderbr01,andeb001,anderbr01,anderbr01
247,anderbr02,,,1972,4,26,USA,VA,Portsmouth,,,,,,,Brian,Anderson,,Brian James,,190,73,B,L,9/10/1993,5/8/2005,,anderbr02,anderbr02,andeb002,anderbr02,anderbr02
248,anderbu01,,,1956,5,27,USA,NY,Westbury,,,,,,,Bud,Anderson,,Karl Adam,,210,75,R,R,6/11/1982,10/2/1983,Rutgers,anderbu01,anderbu01,andeb101,anderbu01,anderbu01
249,andercr01,,,1938,7,1,USA,DC,Washington,,,,,,,Craig,Anderson,,Norman Craig,,205,74,R,R,6/23/1961,5/31/1964,,andercr01,andercr01,andec101,andercr01,andercr01
250,anderda01,,,1868,10,10,USA,PA,Chester,1897,3,22,USA,PA,Chester,Dave,Anderson,,David S.,,,,,L,8/24/1889,9/29/1890,,anderda01,anderda01,anded102,anderda01,anderda01
251,anderda02,,,1960,8,1,USA,KY,Louisville,,,,,,,Dave,Anderson,,David Carter,,185,74,R,R,5/8/1983,10/3/1992,Memphis,anderda02,anderda02,anded001,anderda02,anderda02
252,anderdw01,,,1947,11,23,USA,CA,Oakland,,,,,,,Dwain,Anderson,,Dwain Cleaven,,165,71,R,R,9/3/1971,5/28/1974,,anderdw01,anderdw01,anded101,anderdw01,anderdw01
253,anderfe01,,,1918,1,9,USA,KS,Maple City,1978,3,12,USA,MO,Joplin,Ferrell,Anderson,,Ferrell Jack,Andy,200,73,R,R,4/16/1946,9/1/1953,,anderfe01,anderfe01,andef102,anderfe01,anderfe01
254,anderfr01,,,1885,12,11,USA,NC,Calahaln,1957,11,8,USA,NC,Winston-Salem,Fred,Anderson,,John Frederick,,180,74,R,R,9/25/1909,7/9/1918,,anderfr01,anderfr01,andef101,anderfr01,anderfr01
255,anderga01,,,1972,6,30,USA,CA,Los Angeles,,,,,,,Garret,Anderson,,Garret Joseph,,225,75,L,L,7/27/1994,,,anderga01,anderga01,andeg001,anderga01,anderga01
256,anderge01,,,1889,9,26,USA,OH,Cleveland,1962,5,28,USA,OH,Cleveland,George,Anderson,,George Jendrus,Andy,160,68,L,R,5/26/1914,9/2/1918,,anderge01,anderge01,andeg102,anderge01,anderge01
257,andergo01,,,1880,1,13,USA,OH,Cleveland,1923,3,15,USA,IN,South Bend,Goat,Anderson,,Edward John,,,,L,R,4/11/1907,10/6/1907,,andergo01,andergo01,andeg101,andergo01,andergo01
258,anderha01,,,1904,2,10,USA,MO,St. Louis,1974,5,1,USA,MO,St.Louis,Hal,Anderson,,Harold,,160,71,R,R,4/12/1932,4/19/1932,,anderha01,anderha01,andeh102,anderha01,anderha01
259,anderha02,,,1931,9,10,USA,MD,North East,1998,6,11,USA,DE,Greenville,Harry,Anderson,,Harry Walter,Harry the Horse,205,75,L,R,4/18/1957,5/5/1961,,anderha02,anderha02,andeh101,anderha02,anderha02
260,anderji01,,,1957,2,23,USA,CA,Los Angeles,,,,,,,Jim,Anderson,,James Lea,,170,72,R,R,7/2/1978,9/26/1984,,anderji01,anderji01,andej001,anderji01,anderji01
261,anderji02,,,1976,1,22,USA,VA,Portsmouth,,,,,,,Jimmy,Anderson,,,,195,73,L,L,7/4/1999,7/21/2004,,anderji02,anderji02,andej002,anderji02,anderji02
262,anderjo01,,,1873,12,14,Norway,,Sarpsborg,1949,7,23,USA,MA,Worcester,John,Anderson,,John Joseph,Honest John,180,74,B,R,9/8/1894,10/2/1908,,anderjo01,anderjo01,andej101,anderjo01,anderjo01
263,anderjo02,,,1932,11,23,USA,MN,St. Paul,,,,,,,John,Anderson,,John Charles,,190,73,R,R,8/17/1958,6/23/1962,,anderjo02,anderjo02,andej102,anderjo02,anderjo02
264,anderke01,,,1963,8,12,USA,SC,Florence,,,,,,,Kent,Anderson,,Kent McKay,,180,73,R,R,4/15/1989,9/6/1990,South Carolina,anderke01,anderke01,andek001,anderke01,anderke01
265,anderla01,,,1952,12,3,USA,CA,Maywood,,,,,,,Larry,Anderson,,Lawrence Dennis,,190,75,R,R,9/25/1974,6/26/1977,,anderla01,anderla01,andel101,anderla01,anderla01
266,anderma02,,,1974,1,6,USA,AL,Montgomery,,,,,,,Marlon,Anderson,,,,190,70,L,R,9/8/1998,,,anderma02,anderma02,andem003,anderma02,anderma02
267,anderma01,,,1976,8,17,USA,KY,Louisville,,,,,,,Matt,Anderson,,Matthew Jason,,200,76,R,R,6/25/1998,7/1/2005,,anderma01,anderma01,andem002,anderma01,anderma01
268,andermi01,,,1951,6,22,USA,SC,Florence,,,,,,,Mike,Anderson,,Michael Allen,,200,74,R,R,9/2/1971,9/30/1979,,andermi01,andermi01,andem101,andermi01,andermi01
269,andermi02,,,1966,7,30,USA,TX,Austin,,,,,,,Mike,Anderson,,Michael James,,200,75,R,R,9/7/1993,9/17/1993,,andermi02,andermi02,andem001,andermi02,andermi02
270,anderre01,,,1912,6,19,USA,IA,Lawton,1972,8,7,USA,IA,Sioux City,Red,Anderson,,Arnold Revola,,210,75,R,R,9/19/1937,9/24/1941,,anderre01,anderre01,ander102,anderre01,anderre01
271,anderri01,,,1953,12,25,USA,CA,Inglewood,1989,6,23,USA,CA,Wilmington,Rick,Anderson,,Richard Lee,,210,74,R,R,9/18/1979,10/5/1980,Los Angeles Valley JC,anderri01,anderri01,ander101,anderri01,anderri01
272,anderri02,,,1956,11,29,USA,WA,Everett,,,,,,,Rick,Anderson,,Richard Arlen,,175,72,R,R,6/9/1986,7/28/1988,Washington,anderri02,anderri02,ander001,anderri02,anderri02
273,andersc01,,,1962,8,1,USA,OR,Corvallis,,,,,,,Scott,Anderson,,Scott Richard,,190,78,R,R,4/8/1987,8/26/1995,Oregon,andersc01,andersc01,andes001,andersc01,andersc01
274,andersp01,andersp01m,andersp01h,1934,2,22,USA,SD,Bridgewater,,,,,,,Sparky,Anderson,,George Lee,Captain Hook,170,69,R,R,4/10/1959,9/27/1959,,andersp01,andersp01,andes101,andersp01,andersp01
275,anderva01,,,1866,6,18,USA,IL,Geneva,1941,11,5,USA,IL,Rockford,Varney,Anderson,,Varney Samuel,Varn,165,70,R,R,8/1/1889,5/6/1896,,anderva01,anderva01,andev101,anderva01,anderva01
276,anderwa01,,,1897,9,25,USA,MI,Grand Rapids,1990,1,6,USA,MI,Battle Creek,Walter,Anderson,,Walter Carl,Lefty,160,74,L,L,5/14/1917,5/2/1919,,anderwa01,anderwa01,andew102,anderwa01,anderwa01
277,anderwi01,,,1886,8,13,USA,TX,Lillian,1950,12,19,USA,TX,Fort Worth,Wingo,Anderson,,Wingo Charlie,,150,70,L,L,4/16/1910,6/1/1910,,anderwi01,anderwi01,andew101,anderwi01,anderwi01
278,andrejo01,,,1923,1,3,USA,MA,Brockton,1976,11,25,USA,MA,Centerville,John,Andre,,John Edward,,200,76,L,R,4/16/1955,7/16/1955,,andrejo01,andrejo01,andrj102,andrejo01,andrejo01
279,andreer01,,,1918,1,11,USA,IN,Jeffersonville,,,,,,,Ernie,Andres,,Ernest Henry,Junie,200,73,R,R,4/16/1946,5/16/1946,,andreer01,andreer01,andre103,andreer01,andreer01
280,andreki01,,,1953,11,14,USA,CA,Glendale,,,,,,,Kim,Andrew,,Kim Darrell,,160,70,R,R,4/16/1975,4/21/1975,,andreki01,andreki01,andrk101,andreki01,andreki01
281,andrecl01,,,1978,5,15,USA,FL,Dunedin,,,,,,,Clayton,Andrews,,,,175,72,R,L,4/16/2000,6/13/2000,,andrecl01,andrecl01,andrc001,andrecl01,andrecl01
282,andreed01,,,1859,4,5,USA,OH,Painesville,1934,8,12,USA,FL,W.Palm Beach,Ed,Andrews,,George Edward,,160,68,R,R,5/1/1884,7/26/1891,,andreed01,andreed01,andre101,andreed01,andreed01
283,andreel01,,,1901,12,11,USA,SC,Greenwood,1979,11,25,USA,SC,Greenwood,Elbert,Andrews,,Elbert De Vore,,175,72,L,R,5/1/1925,6/12/1925,,andreel01,andreel01,andre102,andreel01,andreel01
284,andrefr01,,,1952,5,4,USA,LA,Lafayette,,,,,,,Fred,Andrews,,Fred,,163,68,R,R,9/26/1976,10/2/1977,,andrefr01,andrefr01,andrf101,andrefr01,andrefr01
285,andrehu01,,,1922,8,31,USA,OK,Burbank,,,,,,,Hub,Andrews,,Herbert Carl,,170,72,R,R,4/20/1947,4/30/1948,,andrehu01,andrehu01,andrh101,andrehu01,andrehu01
286,andreiv01,,,1907,5,6,USA,AL,Dora,1970,11,24,USA,AL,Birmingham,Ivy,Andrews,,Ivy Paul,Poison,200,73,R,R,8/15/1931,9/28/1938,,andreiv01,andreiv01,andri101,andreiv01,andreiv01
287,andreji01,,,1865,6,5,USA,MA,Shelburne Falls,1907,12,27,USA,IL,Chicago,Jim,Andrews,,James Pratt,,,,,,4/19/1890,7/4/1890,,andreji01,andreji01,andrj103,andreji01,andreji01
288,andrejo02,,,1949,2,9,USA,CA,Monterey Park,,,,,,,John,Andrews,,John Richard,,175,70,L,L,4/8/1973,9/19/1973,,andrejo02,andrejo02,andrj101,andrejo02,andrejo02
289,andremi01,,,1943,7,9,USA,CA,Los Angeles,,,,,,,Mike,Andrews,,Michael Jay,,195,75,R,R,9/18/1966,9/29/1973,,andremi01,andremi01,andrm101,andremi01,andremi01
290,andrena01,,,1913,9,30,USA,NC,Pembroke,1991,4,26,USA,NC,Winston-Salem,Nate,Andrews,,Nathan Hardy,,195,72,R,R,5/1/1937,6/23/1946,,andrena01,andrena01,andrn101,andrena01,andrena01
291,andrero01,,,1952,12,11,USA,CA,Santa Monica,,,,,,,Rob,Andrews,,Robert Patrick,,185,72,R,R,4/7/1975,9/26/1979,El Camino JC,andrero01,andrero01,andrr101,andrero01,andrero01
292,andresh01,,,1971,8,28,USA,TX,Dallas,,,,,,,Shane,Andrews,,Darrell Shane,,215,73,R,R,4/26/1995,9/29/2002,,andresh01,andresh01,andrs001,andresh01,andresh01
293,andrest01,,,1917,4,17,USA,MA,Lynn,1995,6,10,USA,FL,Bradenton,Stan,Andrews,,Stanley Joseph,Polo,178,71,R,R,6/11/1939,9/30/1945,,andrest01,andrest01,andrs101,andrest01,andrest01
294,andrewa01,,,1859,9,18,USA,PA,Philadelphia,1940,1,20,USA,IN,Indianapolis,Wally,Andrews,,William Walter,,170,75,R,R,5/22/1884,8/8/1888,,andrewa01,andrewa01,andrw102,andrewa01,andrewa01
295,andrubi01,,,1907,7,25,USA,TX,Beaumont,1982,3,12,USA,DC,Washington,Bill,Andrus,,William Morgan,Andy,185,72,R,R,9/19/1931,5/11/1937,,andrubi01,andrubi01,andrb101,andrubi01,andrubi01
296,andrufr01,,,1850,8,23,USA,MI,Washington,1937,11,10,USA,MI,Detroit,Fred,Andrus,,Frederick Hotham,,185,74,R,R,7/25/1876,7/4/1884,,andrufr01,andrufr01,andrf102,andrufr01,andrufr01
297,andruwi01,,,1858,10,14,CAN,ON,Orono,1935,6,17,USA,MT,Miles City,Wiman,Andrus,,William Wiman,,155,66,,,9/15/1885,9/15/1885,,andruwi01,andruwi01,andrw101,andruwi01,andruwi01
298,andujjo01,,,1952,12,21,D.R.,,San Pedro de Macoris,,,,,,,Joaquin,Andujar,,Joaquin,,170,72,B,R,4/8/1976,9/30/1988,,andujjo01,andujjo01,anduj001,andujjo01,andujjo01
299,andujlu01,,,1972,11,22,D.R.,,Bani,,,,,,,Luis,Andujar,,Luis (Sanchez),,175,74,R,R,9/8/1995,6/28/1998,,andujlu01,andujlu01,andul001,andujlu01,andujlu01
300,angelno01,,,1947,9,24,USA,CA,San Francisco,,,,,,,Norm,Angelini,,Norman Stanley,,175,71,L,L,7/22/1972,6/19/1973,,angelno01,angelno01,angen101,angelno01,angelno01
301,angleto01,,,1904,10,2,USA,MD,Baltimore,1952,10,26,USA,KS,Wichita,Tom,Angley,,Thomas Samuel,,190,68,L,R,4/23/1929,4/30/1929,,angleto01,angleto01,anglt101,angleto01,angleto01
302,ankenpa01,,,1912,12,23,USA,TX,Houston,1989,1,13,USA,TX,Houston,Pat,Ankenman,,Frederick Norman,,125,64,R,R,4/16/1936,6/2/1944,,ankenpa01,ankenpa01,ankep101,ankenpa01,ankenpa01
303,ankieri01,,,1979,7,19,USA,FL,Fort Pierce,,,,,,,Rick,Ankiel,,,,205,74,L,L,8/23/1999,,,ankieri01,ankieri01,ankir001,ankieri01,ankieri01
304,annisbi01,,,1857,3,8,USA,MA,Stoneham,1923,6,10,USA,ME,Kennebunkport,Bill,Annis,,William Perley,,150,67,R,,5/1/1884,8/8/1884,,annisbi01,annisbi01,annib101,annisbi01,annisbi01
305,ansonca01,ansonca01m,ansonca01h,1852,4,17,USA,IA,Marshalltown,1922,4,14,USA,IL,Chicago,Cap,Anson,,Adrian Constantine,Pop,227,72,R,R,5/6/1871,10/3/1897,,ansonca01,ansonca01,ansoc101,ansonca01,ansonca01
306,anthoer01,,,1967,11,8,USA,CA,San Diego,,,,,,,Eric,Anthony,,Eric Todd,,195,74,L,L,7/28/1989,9/27/1997,,anthoer01,anthoer01,anthe001,anthoer01,anthoer01
307,antoljo01,,,1916,4,11,USA,PA,Hokendauqua,2002,6,25,USA,PA,Catasauqua,Joe,Antolick,,Joseph,,185,72,R,R,9/20/1944,9/26/1944,,antoljo01,antoljo01,antoj102,antoljo01,antoljo01
308,antonjo01,,,1915,7,15,USA,TN,Memphis,1990,4,18,USA,TN,Memphis,John,Antonelli,,John Lawrence,,165,70,R,R,9/16/1944,9/17/1945,,antonjo01,antonjo01,antoj101,antonjo01,antonjo01
309,antonjo02,,,1930,4,12,USA,NY,Rochester,,,,,,,Johnny,Antonelli,,John August,,185,73,L,L,7/4/1948,9/4/1961,,antonjo02,antonjo02,antoj103,antonjo02,antonjo02
310,antonbi01,,,1927,5,19,USA,NY,Brooklyn,1993,3,4,USA,MN,Fridley,Bill,Antonello,,William James,,185,71,R,R,4/30/1953,9/27/1953,,antonbi01,antonbi01,antob101,antonbi01,antonbi01
311,aparilu01,,aparilu01h,1934,4,29,Venezuela,,Maracaibo,,,,,,,Luis,Aparicio,,Luis Ernesto (Montiel),Little Louie,160,69,R,R,4/17/1956,9/28/1973,,aparilu01,aparilu01,aparl101,aparilu01,aparilu01
312,apodabo01,,,1950,1,31,USA,CA,Los Angeles,,,,,,,Bob,Apodaca,,Robert John,,170,71,R,R,9/18/1973,9/18/1977,,apodabo01,apodabo01,apodb101,apodabo01,apodabo01
313,apontlu01,,,1953,6,14,Venezuela,,ElTigre,,,,,,,Luis,Aponte,,Luis Eduardo (Yuripe),,185,72,R,R,9/4/1980,7/6/1984,,apontlu01,apontlu01,aponl001,apontlu01,apontlu01
314,appieke01,,appieke01h,1967,12,6,USA,CA,Lancaster,,,,,,,Kevin,Appier,,Robert Kevin,Ape,180,74,R,R,6/4/1989,4/23/2004,Fresno State,appieke01,appieke01,appik001,appieke01,appieke01
315,applefr01,,,1879,5,9,USA,PA,Williamsport,1968,4,21,USA,PA,Williamsport,Fred,Applegate,,Frederick Romaine,,180,74,R,R,9/30/1904,10/10/1904,,applefr01,applefr01,applf101,applefr01,applefr01
316,appleed01,,,1892,2,29,USA,TX,Arlington,1932,1,27,USA,TX,Arlington,Ed,Appleton,,Edward Samuel,Whitey,173,72,R,R,4/16/1915,10/5/1916,,appleed01,appleed01,apple101,appleed01,appleed01
317,applepe01,,,1904,5,20,USA,CT,Terryville,1974,1,18,USA,NJ,Trenton,Pete,Appleton,born Peter William Jablonowski and legally changed name in 1933,Peter William,Jake,180,71,R,R,9/14/1927,9/20/1945,,applepe01,applepe01,applp101,applepe01,applepe01
318,applilu01,applilu01m,applilu01h,1907,4,2,USA,NC,High Point,1991,1,3,USA,GA,Cumming,Luke,Appling,,Lucius Benjamin,"Old Aches and Pains,Luscious Luke",183,70,R,R,9/10/1930,10/1/1950,,applilu01,applilu01,appll101,applilu01,applilu01
319,aquinlu01,,,1964,5,19,P.R.,,Santurce,,,,,,,Luis,Aquino,,Luis Antonio (Colon),,155,72,R,R,8/8/1986,9/12/1995,,aquinlu01,aquinlu01,aquil001,aquinlu01,aquinlu01
320,aragoan01,,,1890,8,2,Cuba,,Havana,1952,1,24,USA,NY,New York,Angel,Aragon,,Angel (Valdes),Pete,150,65,R,R,8/20/1914,7/14/1917,,aragoan01,aragoan01,araga101,aragoan01,aragoan01
321,aragoja01,,,1915,11,20,Cuba,,Havana,1988,4,4,USA,FL,Clearwater,Jack,Aragon,,Angel Valdes (Reyes),,176,70,R,R,8/13/1941,8/13/1941,,aragoja01,aragoja01,aragj101,aragoja01,aragoja01
322,archdma01,,,1897,12,14,USA,MO,St. Louis,1954,9,5,USA,MO,St.Louis,Maurice,Archdeacon,,Maurice John,"Flash,Comet",153,68,L,L,9/17/1923,5/29/1925,,archdma01,archdma01,archm101,archdma01,archdma01
323,archefr01,,,1910,3,7,USA,TN,Johnson City,1981,10,31,USA,NC,Charlotte,Fred,Archer,,Frederick Marvin,Lefty,193,72,L,L,9/5/1936,9/9/1937,,archefr01,archefr01,archf101,archefr01,archefr01
324,archeji02,,,1932,5,25,USA,VA,Max Meadows,,,,,,,Jim,Archer,,James William,,190,72,R,L,4/30/1961,9/19/1962,,archeji02,archeji02,archj101,archeji02,archeji02
325,archeji01,,archeji01h,1883,5,13,Ireland,,Dublin,1958,3,29,USA,WI,Milwaukee,Jimmy,Archer,,James Patrick,,168,70,R,R,9/6/1904,9/2/1918,,archeji01,archeji01,archj102,archeji01,archeji01
326,archige01,,,1914,4,27,USA,TN,Nashville,2001,9,20,,,,George,Archie,,George Albert,,170,72,R,R,9/14/1938,4/21/1946,,archige01,archige01,archg101,archige01,archige01
327,arciajo01,,,1943,8,22,Cuba,,Havana,,,,,,,Jose,Arcia,,Jose Raimundo (Orta),,170,75,R,R,4/10/1968,9/30/1970,,arciajo01,arciajo01,arcij101,arciajo01,arciajo01
328,ardelda01,,,1941,5,27,USA,WA,Seattle,,,,,,,Dan,Ardell,,Daniel Miers,,190,74,L,L,9/14/1961,9/27/1961,USC,ardelda01,ardelda01,arded101,ardelda01,ardelda01
329,ardizru01,,,1919,11,20,Italy,,Oleggio,,,,,,,Rugger,Ardizoia,,Rinaldo Joseph,,180,71,R,R,4/30/1947,4/30/1947,,ardizru01,ardizru01,ardir101,ardizru01,ardizru01
330,ardnejo01,,,1858,2,27,USA,OH,Mount Vernon,1935,9,15,USA,OH,Cleveland,Joe,Ardner,,Joseph A.,Old Hoss,160,,R,R,5/1/1884,8/18/1890,,ardnejo01,ardnejo01,ardnj101,ardnejo01,ardnejo01
331,ardoida01,,,1974,7,8,USA,LA,Mamou,,,,,,,Danny,Ardoin,,Daniel Wayne,,205,72,R,R,8/2/2000,9/26/2008,,ardoida01,ardoida01,ardod001,ardoida01,ardoida01
332,arellfr01,,,1882,1,28,USA,CA,Santa Cruz,1918,12,13,USA,CA,San Jose,Frank,Arellanes,,Frank Julian,,180,72,R,R,7/28/1908,8/14/1910,,arellfr01,arellfr01,arelf101,arellfr01,arellfr01
333,arftha01,,,1922,1,28,USA,MO,Manchester,2002,12,14,USA,MO,St. Louis,Hank,Arft,,Henry Irven,Bow Wow,190,70,L,L,7/27/1948,5/23/1952,,arftha01,arftha01,arfth101,arftha01,arftha01
334,ariasal01,,,1967,11,20,USA,NY,New York,,,,,,,Alex,Arias,,Alejandro,,185,75,R,R,5/12/1992,9/22/2002,,ariasal01,ariasal01,ariaa001,ariasal01,ariasal01
335,ariasge01,,,1972,3,12,USA,AZ,Tucson,,,,,,,George,Arias,,George Alberto,,190,71,R,R,4/2/1996,7/28/1999,Arizona,ariasge01,ariasge01,ariag001,ariasge01,ariasge01
336,ariasru01,,,1931,6,6,Cuba,,Las Villas,,,,,,,Rudy,Arias,,Rodolfo (Martinez),,165,70,L,L,4/10/1959,8/26/1959,,ariasru01,ariasru01,ariar101,ariasru01,ariasru01
337,arletbu01,,,1899,1,3,USA,CA,Elmhurst,1964,5,16,USA,MN,Minneapolis,Buzz,Arlett,,Russell Loris,,225,75,B,R,4/14/1931,9/27/1931,,arletbu01,arletbu01,arleb101,arletbu01,arletbu01
338,arlicdo01,,,1943,2,15,USA,MI,Wayne,,,,,,,Don,Arlich,,Donald Louis,,185,74,L,L,10/2/1965,8/4/1966,,arlicdo01,arlicdo01,arlid101,arlicdo01,arlicdo01
339,arlinst01,,,1945,9,25,USA,WA,Seattle,,,,,,,Steve,Arlin,,Stephen Ralph,,195,75,R,R,6/17/1969,9/14/1974,,arlinst01,arlinst01,arlis101,arlinst01,arlinst01
340,armasma01,,,1969,8,5,Venezuela,,Puerto Piritu,,,,,,,Marcos,Armas,,Marcos Rafael (Ruiz),,190,77,R,R,5/25/1993,9/29/1993,,armasma01,armasma01,armam001,armasma01,armasma01
341,armasto01,,,1953,7,2,Venezuela,,Puerto Piritu,,,,,,,Tony,Armas,,Antonio Rafael (Machado),,182,71,R,R,9/6/1976,10/1/1989,,armasto01,armasto01,armat001,armasto01,armasto01
342,armasto02,,,1978,4,29,Venezuela,,Puerto Piritu,,,,,,,Tony,Armas,,Antonio Jose,,205,76,R,R,8/16/1999,7/7/2008,,armasto02,armasto02,armat002,armasto02,armasto02
343,armbred01,,,1948,7,4,Bahamas,,Nassau,,,,,,,Ed,Armbrister,,Edison Rosanda,,160,71,R,R,8/31/1973,10/2/1977,,armbred01,armbred01,armbe101,armbred01,armbred01
344,armbror01,,,1908,3,2,USA,AR,Beirne,1967,10,2,USA,AL,Mobile,Orville,Armbrust,,Orville Martin,,195,70,R,R,9/18/1934,9/30/1934,,armbror01,armbror01,armbo101,armbror01,armbror01
345,armbrch01,,,1880,8,30,USA,OH,Cincinnati,1964,10,7,USA,OR,Grants Pass,Charlie,Armbruster,,Charles Anthony,,180,69,R,R,7/17/1905,9/11/1907,,armbrch01,armbrch01,armbc101,armbrch01,armbrch01
346,armbrha01,,,1882,3,20,USA,OH,Liverpool,1953,12,10,USA,OH,Cincinnati,Harry,Armbruster,,Henry Gregory,Army,190,70,L,L,4/30/1906,10/3/1906,,armbrha01,armbrha01,armbh101,armbrha01,armbrha01
347,,armoubi99m,,1869,9,3,USA,PA,Homestead,1922,12,2,USA,MN,Minneapolis,Bill,Armour,,William Reginald,,,,,,,,,armoubi99,armoubi99,armob801,armoubi99,armoubi99
348,armstbo01,,,1850,,,USA,MD,Baltimore,,,,,,,Bob,Armstrong,,Robert,,160,74,,,6/26/1871,8/29/1871,,armstsa01,armstsa01,armsr101,armstsa01,armstsa01
349,armstge01,,,1924,6,3,USA,NJ,Orange,1993,7,24,USA,NJ,Orange,George,Armstrong,,Noble George,Dodo,190,70,R,R,4/26/1946,6/23/1946,,armstge01,armstge01,armsg101,armstge01,armstge01
350,armstho01,,,1889,12,2,USA,OH,East Claridon,1926,3,8,USA,NY,Canisteo,Howard,Armstrong,,Howard Elmer,,165,69,R,R,9/30/1911,9/30/1911,,armstho01,armstho01,armsh101,armstho01,armstho01
351,armstja01,,,1965,3,7,USA,NJ,Englewood,,,,,,,Jack,Armstrong,,Jack William,,220,77,R,R,6/21/1988,4/17/1994,Oklahoma,armstja01,armstja01,armsj001,armstja01,armstja01
352,armstmi01,,,1954,3,7,USA,NY,Glen Cove,,,,,,,Mike,Armstrong,,Michael Dennis,,193,75,R,R,8/12/1980,7/5/1987,Miami (FL),armstmi01,armstmi01,armsm001,armstmi01,armstmi01
353,arndtha01,,,1879,2,12,USA,IN,South Bend,1921,3,25,USA,IN,South Bend,Harry,Arndt,,Harry John,,165,,R,R,7/2/1902,5/25/1907,,arndtha01,arndtha01,arndh101,arndtha01,arndtha01
354,arndtla01,,,1963,2,25,USA,OH,Fremont,,,,,,,Larry,Arndt,,Larry Wayne,,195,73,R,R,6/6/1989,6/7/1989,Bowling Green State,arndtla01,arndtla01,arndl001,arndtla01,arndtla01
355,arnolbi01,,,1851,3,2,USA,CT,Middletown,1899,1,17,USA,NY,Albany,Billy,Arnold,,Willis S.,,,,,,4/26/1872,5/2/1872,,arnolbi01,arnolbi01,arnob101,arnolbi01,arnolbi01
356,arnolch01,,,1947,11,6,USA,CA,Long Beach,,,,,,,Chris,Arnold,,Christopher Paul,,160,70,R,R,9/7/1971,10/2/1976,,arnolch01,arnolch01,arnoc101,arnolch01,arnolch01
357,arnolja01,,,1974,3,24,USA,MI,Dearborn,,,,,,,Jamie,Arnold,,,,190,74,R,R,4/20/1999,10/1/2000,,arnolja01,arnolja01,arnoj001,arnolja01,arnolja01
358,arnolsc01,,,1962,8,18,USA,KY,Lexington,,,,,,,Scott,Arnold,,Scott Gentry,,210,74,R,R,4/7/1988,4/23/1988,Miami (FL),arnolsc01,arnolsc01,arnos001,arnolsc01,arnolsc01
359,arnolto01,,,1959,5,3,USA,TX,ElPaso,,,,,,,Tony,Arnold,,Tony Dale,,170,71,R,R,8/9/1986,10/3/1987,Texas,arnolto01,arnolto01,arnot001,arnolto01,arnolto01
360,arnovmo01,,,1910,11,16,USA,WI,Superior,1959,7,20,USA,WI,Superior,Morrie,Arnovich,,Morris,Snooker,168,70,R,R,9/14/1936,4/21/1946,,arnovmo01,arnovmo01,arnom101,arnovmo01,arnovmo01
361,arnsbbr01,,,1963,8,20,USA,WA,Seattle,,,,,,,Brad,Arnsberg,,Bradley James,,205,76,R,R,9/6/1986,4/23/1992,Merced CC,arnsbbr01,arnsbbr01,arnsb001,arnsbbr01,arnsbbr01
362,arntzor01,,,1909,10,18,USA,IL,Beverly,1970,1,28,USA,IA,Cedar Rapids,Orie,Arntzen,,Orie Edgar,Old Folks,200,73,R,R,4/20/1943,9/26/1943,,arntzor01,arntzor01,arnto101,arntzor01,arntzor01
363,arochre01,,,1966,2,24,Cuba,,Havana,,,,,,,Rene,Arocha,,Rene (Magaly),,180,72,R,R,4/9/1993,6/6/1997,,arochre01,arochre01,arocr001,arochre01,arochre01
364,arrigge01,,,1941,6,12,USA,IL,Chicago,,,,,,,Gerry,Arrigo,,Gerald William,,185,73,L,L,6/12/1961,6/5/1970,,arrigge01,arrigge01,arrig101,arrigge01,arrigge01
365,arrojro01,,,1968,7,18,Cuba,,Havana,,,,,,,Rolando,Arrojo,,Luis Rolando (Avila),,215,76,R,R,4/1/1998,9/22/2002,,arrojro01,arrojro01,arror001,arrojro01,arrojro01
366,arroybr01,,,1977,2,24,USA,FL,Key West,,,,,,,Bronson,Arroyo,,,Saturn Nuts,195,76,R,R,6/12/2000,,,arroybr01,arroybr01,arrob001,arroybr01,arroybr01
367,arroyfe01,,,1952,3,21,USA,CA,Sacramento,,,,,,,Fernando,Arroyo,,Fernando,,180,74,R,R,6/28/1975,8/11/1986,,arroyfe01,arroyfe01,arrof001,arroyfe01,arroyfe01
